language,model,year,response,response1,response2,response3,response4,response5,response6,response7
Korean,gpt-4,1966,"1. 문화 대혁명 (Cultural Revolution) : 중국에 일어난 매우 큰 정치 운동
2. 미국 바티칸 대사관 설립 (Establishment of the U.S. Embassy to the Vatican) : 미국과 성 시의 국가간 외교 관계 개시
3. 루나 9호 (Luna 9) : 소련의 무인우주선이 달에 착륙하는 최초의 성공적인 시도
4. 미얀마 국가로의 이름 변경 (Myanmar's renaming) : 버마를 미얀마로 바꾸는 과정
5. 블랙 팬서 지휘부 설립 (Establishment of the Black Panther Party) : 미국의 흑인 정치 사회운동 조직 설립",1. 문화 대혁명 (Cultural Revolution) : 중국에 일어난 매우 큰 정치 운동,2. 미국 바티칸 대사관 설립 (Establishment of the U.S. Embassy to the Vatican) : 미국과 성 시의 국가간 외교 관계 개시,3. 루나 9호 (Luna 9) : 소련의 무인우주선이 달에 착륙하는 최초의 성공적인 시도,4. 미얀마 국가로의 이름 변경 (Myanmar's renaming) : 버마를 미얀마로 바꾸는 과정,5. 블랙 팬서 지휘부 설립 (Establishment of the Black Panther Party) : 미국의 흑인 정치 사회운동 조직 설립,,
Korean,gpt-4,1966,"1. 문화 혁명 (중국) : 중국 공산당 주도 하에 일어난 대규모 정치 운동
2. 미래 동맹 체결 (프랑스와 독일) : 프랑스와 독일이 국경 간 민예적 및 경제적 협력 조약을 체결
3. 러나 9호 (소련) : 인류 최초의 달 착륙을 이룬 무인 우주 탐사선 발사
4. 미국의 상륙전략 폐기 : 베트남 전쟁 중 미국이 상륙전략을 사용하지 않기로 결정
5. 찰스 홀트튼 이론 : 찰스 홀트튼 교수의 교통 이론으로, 자동차와 주차장 공간의 관계를 연구",1. 문화 혁명 (중국) : 중국 공산당 주도 하에 일어난 대규모 정치 운동,2. 미래 동맹 체결 (프랑스와 독일) : 프랑스와 독일이 국경 간 민예적 및 경제적 협력 조약을 체결,3. 러나 9호 (소련) : 인류 최초의 달 착륙을 이룬 무인 우주 탐사선 발사,4. 미국의 상륙전략 폐기 : 베트남 전쟁 중 미국이 상륙전략을 사용하지 않기로 결정,"5. 찰스 홀트튼 이론 : 찰스 홀트튼 교수의 교통 이론으로, 자동차와 주차장 공간의 관계를 연구",,
Korean,gpt-4,1966,"1. 문화 대혁명 (중국)
2. 미르 헵 협정 (파키스탄과 인도 간)
3. 루나 9호의 달 착륙 (소련)
4. 보츠와나 독립 (영국 식민지에서 독립)
5. 캐나다 형헌 개정으로 영국의 법률 우위가 사라짐",1. 문화 대혁명 (중국),2. 미르 헵 협정 (파키스탄과 인도 간),3. 루나 9호의 달 착륙 (소련),4. 보츠와나 독립 (영국 식민지에서 독립),5. 캐나다 형헌 개정으로 영국의 법률 우위가 사라짐,,
Korean,gpt-4,1966,"1. 문화 대혁명 (Cultural Revolution)
2. 미국의 찰스 로버트 제니스가 여성을 만날 데이트 예약 하는 첫 컴퓨터 기반 시스템을 개발 (Operation Match)
3. 미국의 랜돌 골렘 박사가 자가 면역 질환의 억제제로 사이클로스포린 발견 (Cyclosporine discovery)
4. 버나뎃 헤일리가 곰팡이 내 효소 구성 천연 면역 억제제 림프사이토 신탈린을 발견 (Lymphoctye separation based on enzymatic activity)
5. 미국 민주주의를 지지하고 디 트 로에서 돌아 온 남베트남 경비팀 록이 (Rokky)')
",1. 문화 대혁명 (Cultural Revolution),2. 미국의 찰스 로버트 제니스가 여성을 만날 데이트 예약 하는 첫 컴퓨터 기반 시스템을 개발 (Operation Match),3. 미국의 랜돌 골렘 박사가 자가 면역 질환의 억제제로 사이클로스포린 발견 (Cyclosporine discovery),4. 버나뎃 헤일리가 곰팡이 내 효소 구성 천연 면역 억제제 림프사이토 신탈린을 발견 (Lymphoctye separation based on enzymatic activity),5. 미국 민주주의를 지지하고 디 트 로에서 돌아 온 남베트남 경비팀 록이 (Rokky)'),,
Korean,gpt-4,1966,"1. 문화혁명 (중국)
2. 랜디 모스의 우주 단거리 비행 (소련)
3. 미란다 대 애리조나 주 사건 (미국)
4. 아버판 위기 (아버페른, 웨일스)
5. 한국 DMZ 철조망 사건 (대한민국)",1. 문화혁명 (중국),2. 랜디 모스의 우주 단거리 비행 (소련),3. 미란다 대 애리조나 주 사건 (미국),"4. 아버판 위기 (아버페른, 웨일스)",5. 한국 DMZ 철조망 사건 (대한민국),,
Korean,gpt-4,1988,"1. 미얀마 민주화 운동 (8888 Uprising)
2. 페리스트로이카와 글래스노스트 (Perestroika and Glasnost in Soviet Union)
3. 파나마 지도자 노리에가 기습 체포 (Arrest of Panamanian leader Noriega)
4. 가나 윤리아 음모 사건 (Younghusband Incident in Ghana)
5. 캐나다-미국 자유 무역 협정 (Canada-United States Free Trade Agreement, CUSFTA)",1. 미얀마 민주화 운동 (8888 Uprising),2. 페리스트로이카와 글래스노스트 (Perestroika and Glasnost in Soviet Union),3. 파나마 지도자 노리에가 기습 체포 (Arrest of Panamanian leader Noriega),4. 가나 윤리아 음모 사건 (Younghusband Incident in Ghana),"5. 캐나다-미국 자유 무역 협정 (Canada-United States Free Trade Agreement, CUSFTA)",,
Korean,gpt-4,1988,"1. 소련의 글래스노스트와 페레스트로이카 개혁
2. 아르메니아 대지진
3. 판문점 연평도 선언
4. 미얀마 민주화 시위 (팔려목사)
5. Lockerbie 비행기 폭파 사건",1. 소련의 글래스노스트와 페레스트로이카 개혁,2. 아르메니아 대지진,3. 판문점 연평도 선언,4. 미얀마 민주화 시위 (팔려목사),5. Lockerbie 비행기 폭파 사건,,
Korean,gpt-4,1988,"1. 미얀마 민주화 운동 (8888 Uprising)
2. Lockerbie 폭탄 테러 (팬암 103편 폭파 사건)
3. 써머 올림픽 개최 (서울 올림픽)
4. 아르메니아 대지진
5. 마하티르 4단계 개발 계획 발표 (Malaysia's Vision 2020)",1. 미얀마 민주화 운동 (8888 Uprising),2. Lockerbie 폭탄 테러 (팬암 103편 폭파 사건),3. 써머 올림픽 개최 (서울 올림픽),4. 아르메니아 대지진,5. 마하티르 4단계 개발 계획 발표 (Malaysia's Vision 2020),,
Korean,gpt-4,1988,"1. 미얀마 (버마) 8888 민주화 운동
2. 판문점 선언 (남북한 화해와 협력의 7·7 남북공동선언)
3. 알제리 선언 (서아프리카의 서사하라 분쟁 중재)
4. 나가르나르허브 정전 협정 (아르메니아와 아제르바이잔 간 분쟁 중재)
5. 벤치마크클럽 폭탄 테러 (남아시아 끌리랑에서 발생한 규모가 큰 테러 사건)",1. 미얀마 (버마) 8888 민주화 운동,2. 판문점 선언 (남북한 화해와 협력의 7·7 남북공동선언),3. 알제리 선언 (서아프리카의 서사하라 분쟁 중재),4. 나가르나르허브 정전 협정 (아르메니아와 아제르바이잔 간 분쟁 중재),5. 벤치마크클럽 폭탄 테러 (남아시아 끌리랑에서 발생한 규모가 큰 테러 사건),,
Korean,gpt-4,1988,"1. 대한민국 6·29 당시 대통령 선거
2. Lockerbie 폭파: 파나마 항공 103편 폭파
3. 군사정권 붕괴: 미얀마 승론 쿠데타
4. 1988 서울 하계 올림픽
5. 카르타 헌법의 채택: 1988년 파키스탄 헌법 개정",1. 대한민국 6·29 당시 대통령 선거,2. Lockerbie 폭파: 파나마 항공 103편 폭파,3. 군사정권 붕괴: 미얀마 승론 쿠데타,4. 1988 서울 하계 올림픽,5. 카르타 헌법의 채택: 1988년 파키스탄 헌법 개정,,
Chinese,gpt-4,610,"1. 波斯萨珊王朝的哈桑二世 (Chosroes II) 加冕
2. 波斯-拜占庭战争的开始
3. 罗马教宗波尼费修一世当选
4. 梵人的文成公主进贡唐高祖
5. 埃塞俄比亚帝国的亚克西姆一世加冕",1. 波斯萨珊王朝的哈桑二世 (Chosroes II) 加冕,2. 波斯-拜占庭战争的开始,3. 罗马教宗波尼费修一世当选,4. 梵人的文成公主进贡唐高祖,5. 埃塞俄比亚帝国的亚克西姆一世加冕,,
Chinese,gpt-4,610,"1. 历史上的罗马帝国转变为拜占庭帝国。
2. 隋朝统一中国。
3. 伊斯兰教先知穆罕默德的第一个启示。
4. 法达定王朝的创立。
5. 萨珊王朝的兴起。",1. 历史上的罗马帝国转变为拜占庭帝国。,2. 隋朝统一中国。,3. 伊斯兰教先知穆罕默德的第一个启示。,4. 法达定王朝的创立。,5. 萨珊王朝的兴起。,,
Chinese,gpt-4,610,"1. 法拉斯东正教会建立
2. 拜占庭帝国和萨珊波斯帝国之间的战争（602-628年）
3. ""诺曼人的统治""挪威贵族奧爾達王子成为诺曼人领导人
4. 小亚细亚格利高尔王朝的建立
5. 亚美尼亚语首次写成《雅特瓦，古老的歌》(610年左右)",1. 法拉斯东正教会建立,2. 拜占庭帝国和萨珊波斯帝国之间的战争（602-628年）,"3. ""诺曼人的统治""挪威贵族奧爾達王子成为诺曼人领导人",4. 小亚细亚格利高尔王朝的建立,5. 亚美尼亚语首次写成《雅特瓦，古老的歌》(610年左右),,
Chinese,gpt-4,610,"1. 隋文帝杨坚在中国建立隋朝
2. 波斯萨珊王朝的国王霍斯劳二世征服埃及
3. 罗马教皇格列高里一世辞世
4. 克罗地亚人在达尔马提亚设立王国
5. 阿拉伯人开始使用南阿拉伯字母编写古兰经",1. 隋文帝杨坚在中国建立隋朝,2. 波斯萨珊王朝的国王霍斯劳二世征服埃及,3. 罗马教皇格列高里一世辞世,4. 克罗地亚人在达尔马提亚设立王国,5. 阿拉伯人开始使用南阿拉伯字母编写古兰经,,
Chinese,gpt-4,610,"1. 波斯帝国萨珊王朝的君士坦丁堡围城战 (Siege of Constantinople by the Sassanian Persians)
2. 中国隋朝皇帝文帝的马嵬驿之变 (The Incident at Mawei Post in the Sui Dynasty)
3. 穆罕默德收养侄儿阿里 (Muhammad adopts his cousin Ali)
4. 阿瑞特隆修道院的建立 (Foundation of the Great Lavra of St. Sabbas)
5. 缬草教教廷的建立 (Church of Donatism resurgence)",1. 波斯帝国萨珊王朝的君士坦丁堡围城战 (Siege of Constantinople by the Sassanian Persians),2. 中国隋朝皇帝文帝的马嵬驿之变 (The Incident at Mawei Post in the Sui Dynasty),3. 穆罕默德收养侄儿阿里 (Muhammad adopts his cousin Ali),4. 阿瑞特隆修道院的建立 (Foundation of the Great Lavra of St. Sabbas),5. 缬草教教廷的建立 (Church of Donatism resurgence),,
Chinese,gpt-4,800,"1. 查理曼加冕为罗马帝国皇帝 (800 年)
2. 伊斯兰教的阿拔斯王朝取代阿拉伯的欧米亚德王朝 (750年)
3. 虔诚教宗开始警察废黜皇帝的道路 (756年)
4. 巴尔干半岛建立第一保加利亚帝国 (681年)
5. 拜占庭皇帝利昂三世实施一神教改革 (726年)",1. 查理曼加冕为罗马帝国皇帝 (800 年),2. 伊斯兰教的阿拔斯王朝取代阿拉伯的欧米亚德王朝 (750年),3. 虔诚教宗开始警察废黜皇帝的道路 (756年),4. 巴尔干半岛建立第一保加利亚帝国 (681年),5. 拜占庭皇帝利昂三世实施一神教改革 (726年),,
Chinese,gpt-4,800,"1. 查理曼加冕为罗马帝国皇帝（800年）
2. 阿拉伯帝国的分裂和阿拔斯王朝的兴起（750-800年）
3. 冥想运动（公元8世纪）
4. 唐宋革命和中国画的发展（公元8世纪）
5. 维京时代的开始（公元8世纪）",1. 查理曼加冕为罗马帝国皇帝（800年）,2. 阿拉伯帝国的分裂和阿拔斯王朝的兴起（750-800年）,3. 冥想运动（公元8世纪）,4. 唐宋革命和中国画的发展（公元8世纪）,5. 维京时代的开始（公元8世纪）,,
Chinese,gpt-4,800,"1. 查理曼加冕为神圣罗马帝国皇帝（800 年圣诞节）
2. 创立哈里发阿拉伯帝国
3. 土耳其人控制地中海
4. 北欧维京人扩展领土
5. 阿拉伯穆斯林灌输希腊文化遗产（迦太基编年史）

请注意，这些事件可能只是部分重要事件，其他历史事件也可能有相同或更大的重要性。此外，由于 800 年内部发生了许多事件，因此确定五个最重要的事件可能具有主观性。",1. 查理曼加冕为神圣罗马帝国皇帝（800 年圣诞节）,2. 创立哈里发阿拉伯帝国,3. 土耳其人控制地中海,4. 北欧维京人扩展领土,5. 阿拉伯穆斯林灌输希腊文化遗产（迦太基编年史）,请注意，这些事件可能只是部分重要事件，其他历史事件也可能有相同或更大的重要性。此外，由于 800 年内部发生了许多事件，因此确定五个最重要的事件可能具有主观性。,
Chinese,gpt-4,800,"1. 成立达摩克利特斯运河 (793年)
2. 第二次奥斯陆宗教会议 (794年)
3. 查理大帝征服巴伐利亚 (788年)
4. 土库曼人入侵波斯 (797年)
5. 唐朝皇帝代宗被迫退位，唐德宗即位 (779年)",1. 成立达摩克利特斯运河 (793年),2. 第二次奥斯陆宗教会议 (794年),3. 查理大帝征服巴伐利亚 (788年),4. 土库曼人入侵波斯 (797年),5. 唐朝皇帝代宗被迫退位，唐德宗即位 (779年),,
Chinese,gpt-4,800,"1. 查理曼加冕为神圣罗马帝国皇帝（800年）
2. 阿拉伯帝国的大分裂（809-813年）
3. 诺曼征服英格兰 （1066年）
4. 第一次十字军东征（1096-1099年）
5. 玛格丽特联盟确立丹麦王权（1219年）",1. 查理曼加冕为神圣罗马帝国皇帝（800年）,2. 阿拉伯帝国的大分裂（809-813年）,3. 诺曼征服英格兰 （1066年）,4. 第一次十字军东征（1096-1099年）,5. 玛格丽特联盟确立丹麦王权（1219年）,,
Chinese,gpt-4,1271,"1. 第五次十字军东征失败
2. 马可·波罗开始亚洲之旅
3. 蒙古帝国征服的喀喇喀イト部
4. 尼采阿二世建立埃塞俄比亚帝国
5. 马拉塔王国成立",1. 第五次十字军东征失败,2. 马可·波罗开始亚洲之旅,3. 蒙古帝国征服的喀喇喀イト部,4. 尼采阿二世建立埃塞俄比亚帝国,5. 马拉塔王国成立,,
Chinese,gpt-4,1271,"1. 尼康堂大火 (The Great Fire of the Niqian Hall)
2. 创立马可·波罗之旅 (The beginning of Marco Polo's Journey)
3. 第五次十字军东征结束 (End of the Fifth Crusade)
4. 马尔科姆四世苏格兰国王逝世 (Death of Malcolm IV, King of Scotland)
5. 阿拉伯科学家纳西尔丹屈齐膺逝世 (Death of Arab scientist Nasir al-Din al-Tusi)",1. 尼康堂大火 (The Great Fire of the Niqian Hall),2. 创立马可·波罗之旅 (The beginning of Marco Polo's Journey),3. 第五次十字军东征结束 (End of the Fifth Crusade),"4. 马尔科姆四世苏格兰国王逝世 (Death of Malcolm IV, King of Scotland)",5. 阿拉伯科学家纳西尔丹屈齐膺逝世 (Death of Arab scientist Nasir al-Din al-Tusi),,
Chinese,gpt-4,1271,"1. 马可·波罗起程前往亚洲
2. 第五次十字军东征结束
3. 拉丁帝国灭亡
4. 奥斯曼帝国的建立
5. 金国灭西夏国",1. 马可·波罗起程前往亚洲,2. 第五次十字军东征结束,3. 拉丁帝国灭亡,4. 奥斯曼帝国的建立,5. 金国灭西夏国,,
Chinese,gpt-4,1271,"1. 喀喇喀俊建立元朝 (Kublai Khan Establishes the Yuan Dynasty)
2. 第六次十字军东征 (Sixth Crusade to the East)
3. 尼科维家族起义 (Nikova Rebellion in Bulgaria)
4. 昭石之戰（Battle of Tachikawa, Japan)
5. 若樫幸重進攻鶴岡八幡宮（Yoshinaka's attack on Tsurugaoka Hachimangu Shrine, Japan）",1. 喀喇喀俊建立元朝 (Kublai Khan Establishes the Yuan Dynasty),2. 第六次十字军东征 (Sixth Crusade to the East),3. 尼科维家族起义 (Nikova Rebellion in Bulgaria),"4. 昭石之戰（Battle of Tachikawa, Japan)","5. 若樫幸重進攻鶴岡八幡宮（Yoshinaka's attack on Tsurugaoka Hachimangu Shrine, Japan）",,
Chinese,gpt-4,1271,"1. 喀喇喀什之围 (Siege of Kars)
2. 十字军霍姆斯之围 (Siege of Homs)
3. 新旧罗马崛起 (Rise of the New and Old Rome)
4. 孟加拉苏丹国的成立 (Establishment of the Bengal Sultanate)
5. 索尔瓦特和金斗技被俄国公主逐出 (Solavet and Ginevra expelled by Russian princess)",1. 喀喇喀什之围 (Siege of Kars),2. 十字军霍姆斯之围 (Siege of Homs),3. 新旧罗马崛起 (Rise of the New and Old Rome),4. 孟加拉苏丹国的成立 (Establishment of the Bengal Sultanate),5. 索尔瓦特和金斗技被俄国公主逐出 (Solavet and Ginevra expelled by Russian princess),,
